transaction_id,transaction_date,account_id,transaction_type,amount,merchant,category,region,channel,is_anomaly
TXN12846,2024-02-24,ACC1129,debit,2029.28,Zomato,Utilities,West,POS,0
TXN12847,2022-03-29,ACC1425,debit,3451.4,Uber,Entertainment,South,Bank,0
TXN12848,2023-02-21,ACC1930,credit,1063.69,Zomato,Retail,West,Online,0
TXN12849,2022-05-21,ACC1537,debit,741.43,Walmart,Entertainment,West,POS,0
TXN12850,2022-11-30,ACC2031,debit,1103.93,Zomato,Travel,North,Online,0
TXN12851,2023-03-22,ACC1876,debit,2951.3,Zomato,Retail,North,Bank,0
TXN12852,2023-04-25,ACC2109,credit,3404.88,Zomato,Travel,West,Online,0
TXN12853,2023-06-13,ACC1708,credit,1374.26,Netflix,Retail,East,Online,0
TXN12854,2022-12-12,ACC4593,credit,1631.55,Netflix,Food,North,POS,0
TXN12855,2022-12-14,ACC3476,debit,1064.82,Airbnb,Entertainment,North,Online,0
TXN12856,2022-04-23,ACC4331,debit,550.69,Airbnb,Food,East,POS,0
TXN12857,2022-07-02,ACC3617,debit,2574.73,Walmart,Travel,East,POS,0
TXN12858,2023-02-18,ACC1207,credit,2178.42,Amazon,Travel,West,POS,0
TXN12859,2023-05-12,ACC1092,credit,2008.39,Walmart,Food,East,POS,0
TXN12860,2023-09-13,ACC1470,credit,879.95,Netflix,Retail,South,POS,0
TXN12861,2022-07-13,ACC1477,debit,3311.97,Walmart,Food,West,Bank,0
TXN12862,2023-10-05,ACC4249,debit,1597.31,Netflix,Travel,East,Bank,0
TXN12863,2023-12-03,ACC4129,debit,2426.9,Airbnb,Food,South,POS,0
TXN12864,2022-07-04,ACC1950,debit,836.35,Walmart,Food,East,Online,0
TXN12865,2024-01-28,ACC2988,debit,1847.58,Zomato,Retail,North,Online,0
TXN12866,2023-07-06,ACC1170,debit,2233.1,Airbnb,Food,West,Bank,0
TXN12867,2023-11-03,ACC4445,credit,2261.66,Walmart,Food,East,Online,0
TXN12868,2024-03-21,ACC3929,credit,2123.72,Netflix,Travel,East,Online,0
TXN12869,2024-03-15,ACC3693,debit,2395.62,Netflix,Utilities,South,Bank,0
TXN12870,2024-01-19,ACC4104,credit,1095.58,Netflix,Utilities,East,Online,0
TXN12871,2022-05-21,ACC3528,debit,2157.9,Walmart,Healthcare,South,POS,0
TXN12872,2023-06-08,ACC3362,debit,2091.01,Uber,Travel,North,POS,0
TXN12873,2022-07-18,ACC1392,debit,2185.34,Airbnb,Healthcare,South,Bank,0
TXN12874,2023-07-10,ACC3512,credit,2057.88,Zomato,Utilities,East,Online,0
TXN12875,2023-06-10,ACC1717,credit,981.43,Airbnb,Entertainment,West,POS,0
TXN12876,2022-04-11,ACC3537,debit,945.76,Zomato,Healthcare,North,Bank,0
TXN12877,2023-09-05,ACC4516,debit,1600.13,Zomato,Retail,South,Bank,1
TXN12878,2023-08-01,ACC2224,credit,2654.03,Netflix,Food,North,Online,0
TXN12879,2024-06-17,ACC1207,credit,2662.13,Airbnb,Entertainment,East,POS,0
TXN12880,2023-11-19,ACC3432,credit,21398.72,Airbnb,Travel,South,POS,1
TXN12881,2024-06-12,ACC1070,credit,2245.43,Uber,Food,West,Online,0
TXN12882,2023-08-20,ACC3872,debit,293.5,Walmart,Utilities,East,Bank,0
TXN12883,2023-12-15,ACC3060,debit,1178.63,Netflix,Food,West,Online,0
TXN12884,2023-04-24,ACC3995,debit,2136.33,Amazon,Food,East,POS,0
TXN12885,2022-10-09,ACC3698,credit,2108.41,Walmart,Utilities,North,Bank,0
TXN12886,2024-04-25,ACC1297,debit,1821.8,Netflix,Healthcare,East,Bank,0
TXN12887,2022-08-27,ACC2375,credit,2295.13,Zomato,Utilities,North,POS,0
TXN12888,2024-04-25,ACC1348,credit,2009.32,Airbnb,Entertainment,East,Bank,0
TXN12889,2022-08-05,ACC3337,credit,2096.62,Walmart,Utilities,North,Bank,0
TXN12890,2024-01-16,ACC3328,credit,1488.75,Uber,Travel,West,Online,0
TXN12891,2022-04-02,ACC1532,credit,2785.61,Netflix,Utilities,South,Bank,0
TXN12892,2022-01-20,ACC1712,credit,1655.38,Amazon,Retail,East,POS,0
TXN12893,2022-11-07,ACC1629,debit,935.48,Zomato,Healthcare,East,Bank,0
TXN12894,2023-10-18,ACC2592,credit,1383.2,Zomato,Healthcare,North,Online,0
TXN12895,2022-10-25,ACC2207,credit,1721.23,Amazon,Entertainment,East,POS,0
TXN12896,2023-07-16,ACC1861,credit,2795.2,Zomato,Entertainment,East,Bank,0
TXN12897,2023-08-22,ACC3486,debit,1966.19,Amazon,Healthcare,South,POS,0
TXN12898,2022-04-01,ACC3174,debit,1851.08,Walmart,Healthcare,West,POS,0
TXN12899,2024-01-09,ACC1653,credit,1001.07,Amazon,Healthcare,West,POS,0
TXN12900,2022-11-05,ACC2255,credit,2628.39,Uber,Food,East,Online,0
TXN12901,2022-11-24,ACC2772,credit,1478.44,Uber,Utilities,West,Online,0
TXN12902,2022-12-04,ACC2690,credit,1919.98,Airbnb,Entertainment,South,Online,0
TXN12903,2023-06-02,ACC3295,credit,3184.15,Amazon,Food,West,POS,0
TXN12904,2023-04-25,ACC4096,debit,2407.01,Amazon,Retail,North,Online,0
TXN12905,2024-06-03,ACC3230,credit,697.4,Uber,Retail,West,POS,0
TXN12906,2022-09-11,ACC4905,credit,584.39,Zomato,Retail,East,Online,0
TXN12907,2023-05-25,ACC2222,debit,1948.55,Netflix,Entertainment,East,Online,0
TXN12908,2024-06-02,ACC4411,debit,7208.67,Netflix,Travel,East,Bank,1
TXN12909,2023-01-04,ACC4727,credit,2518.84,Amazon,Healthcare,South,POS,0
TXN12910,2024-04-18,ACC3768,debit,2033.81,Zomato,Retail,East,Bank,0
TXN12911,2022-12-31,ACC1508,debit,2132.31,Walmart,Entertainment,East,POS,0
TXN12912,2024-01-29,ACC3938,credit,1434.61,Zomato,Travel,North,POS,0
TXN12913,2023-02-28,ACC2190,debit,3393.11,Airbnb,Food,North,Online,0
TXN12914,2022-10-29,ACC3141,credit,4274.07,Airbnb,Entertainment,West,Bank,0
TXN12915,2024-05-15,ACC3084,debit,1777.13,Airbnb,Utilities,North,POS,0
TXN12916,2022-04-12,ACC2301,credit,2282.43,Uber,Entertainment,South,Online,0
TXN12917,2022-07-10,ACC1424,debit,2077.93,Walmart,Utilities,East,POS,0
TXN12918,2023-04-22,ACC4131,debit,1792.25,Amazon,Healthcare,East,Bank,0
TXN12919,2022-08-27,ACC2599,debit,1334.34,Walmart,Healthcare,West,Online,0
TXN12920,2024-05-23,ACC2523,credit,1132.03,Netflix,Healthcare,East,Bank,0
TXN12921,2023-03-13,ACC1687,debit,1091.52,Netflix,Entertainment,North,POS,0
TXN12922,2022-09-17,ACC1422,credit,2324.19,Zomato,Utilities,West,POS,0
TXN12923,2023-10-05,ACC3543,debit,1584.26,Walmart,Utilities,West,Bank,0
TXN12924,2022-06-10,ACC4293,debit,62.63,Zomato,Food,West,Bank,0
TXN12925,2022-11-08,ACC4881,credit,2355.89,Zomato,Retail,South,Online,0
TXN12926,2022-01-15,ACC1890,credit,1969.39,Uber,Healthcare,North,POS,0
TXN12927,2022-05-12,ACC3929,credit,3077.34,Zomato,Travel,North,Bank,0
TXN12928,2022-03-02,ACC4304,credit,2298.5,Amazon,Travel,West,Online,0
TXN12929,2024-03-01,ACC3838,debit,817.06,Netflix,Food,South,POS,0
TXN12930,2022-04-30,ACC4638,credit,216.26,Zomato,Retail,North,Bank,0
TXN12931,2023-01-22,ACC3204,debit,1424.42,Uber,Food,West,Bank,0
TXN12932,2023-10-21,ACC3786,debit,1499.91,Uber,Utilities,West,Online,0
TXN12933,2024-05-20,ACC4649,debit,2754.53,Amazon,Food,West,Bank,0
TXN12934,2022-02-24,ACC2095,credit,9964.5,Amazon,Utilities,East,POS,1
TXN12935,2023-08-23,ACC4495,debit,2906.95,Uber,Utilities,West,Online,0
TXN12936,2022-01-16,ACC2587,credit,940.13,Walmart,Travel,South,Bank,0
TXN12937,2024-03-31,ACC4080,credit,2772.21,Airbnb,Food,North,Bank,0
TXN12938,2023-12-21,ACC4133,credit,2576.79,Walmart,Utilities,West,POS,0
TXN12939,2022-03-07,ACC3735,credit,385.41,Uber,Utilities,East,POS,0
TXN12940,2022-10-05,ACC3036,debit,3058.09,Amazon,Healthcare,North,POS,0
TXN12941,2022-12-28,ACC3129,debit,2074.77,Amazon,Retail,South,Bank,0
TXN12942,2022-02-04,ACC4034,debit,2313.64,Amazon,Healthcare,North,POS,0
TXN12943,2022-12-19,ACC4839,credit,1308.08,Zomato,Food,South,POS,0
TXN12944,2023-04-15,ACC1301,debit,3020.2,Netflix,Food,West,POS,0
TXN12945,2022-04-15,ACC3054,credit,1051.32,Uber,Retail,West,POS,0
TXN12946,2024-04-19,ACC2093,credit,2665.67,Uber,Entertainment,South,Online,0
TXN12947,2022-02-18,ACC2450,credit,2656.49,Zomato,Healthcare,East,POS,0
TXN12948,2022-01-01,ACC1411,debit,1220.67,Walmart,Utilities,East,POS,0
TXN12949,2023-02-23,ACC1910,debit,3586.7,Zomato,Food,West,Bank,0
TXN12950,2024-04-27,ACC3362,credit,2185.22,Airbnb,Utilities,East,Online,0
TXN12951,2022-10-12,ACC3551,credit,17661.77,Uber,Healthcare,North,POS,1
TXN12952,2022-03-31,ACC4288,debit,778.3,Zomato,Travel,East,Online,0
TXN12953,2022-12-28,ACC4752,credit,3694.18,Zomato,Entertainment,West,POS,0
TXN12954,2022-12-01,ACC1922,debit,1020.35,Amazon,Utilities,South,POS,0
TXN12955,2023-02-12,ACC1166,debit,2819.91,Airbnb,Retail,East,Online,0
TXN12956,2022-04-28,ACC3138,credit,1204.18,Walmart,Food,North,POS,0
TXN12957,2023-06-15,ACC1642,debit,1504.81,Zomato,Entertainment,East,Online,0
TXN12958,2023-11-28,ACC3358,debit,2631.0,Amazon,Healthcare,East,Bank,0
TXN12959,2022-01-02,ACC3554,credit,2822.04,Amazon,Travel,North,Online,0
TXN12960,2023-11-21,ACC1484,credit,982.97,Walmart,Healthcare,East,Bank,0
TXN12961,2023-06-13,ACC4427,debit,2872.38,Uber,Food,North,POS,0
TXN12962,2022-05-06,ACC3356,debit,2835.98,Zomato,Entertainment,West,POS,0
TXN12963,2024-06-19,ACC1573,debit,1249.64,Uber,Utilities,North,Online,0
TXN12964,2022-05-01,ACC2373,debit,3278.92,Netflix,Utilities,South,Bank,0
TXN12965,2022-11-12,ACC2632,debit,834.51,Zomato,Retail,North,Bank,0
TXN12966,2022-06-18,ACC3192,debit,1500.18,Amazon,Retail,West,POS,0
TXN12967,2023-06-30,ACC2095,credit,2383.2,Uber,Utilities,West,Online,0
TXN12968,2023-01-26,ACC4829,debit,1317.15,Amazon,Food,South,Bank,0
TXN12969,2022-07-11,ACC4299,credit,2211.06,Amazon,Travel,North,Online,0
TXN12970,2023-07-25,ACC2239,credit,2192.86,Airbnb,Food,South,Online,0
TXN12971,2023-04-20,ACC1895,credit,1850.34,Zomato,Retail,South,Bank,0
TXN12972,2022-02-13,ACC4528,credit,2665.92,Airbnb,Utilities,North,Online,0
TXN12973,2022-04-11,ACC4367,credit,1817.31,Walmart,Entertainment,West,Online,0
TXN12974,2023-09-24,ACC1374,credit,10926.15,Airbnb,Entertainment,East,Bank,1
TXN12975,2022-06-17,ACC1444,debit,2917.18,Zomato,Travel,North,Bank,0
TXN12976,2024-01-18,ACC4908,debit,2632.55,Uber,Entertainment,East,Online,0
TXN12977,2023-09-25,ACC4765,debit,21030.48,Airbnb,Utilities,North,Bank,1
TXN12978,2022-04-27,ACC4310,debit,1080.66,Airbnb,Food,West,Online,0
TXN12979,2023-09-17,ACC4762,debit,2419.83,Airbnb,Travel,North,POS,0
TXN12980,2023-06-04,ACC4507,credit,1297.2,Amazon,Food,South,Online,0
TXN12981,2022-02-10,ACC2158,debit,974.87,Uber,Utilities,West,Bank,0
TXN12982,2022-04-15,ACC1129,debit,1942.63,Netflix,Utilities,South,Online,0
TXN12983,2023-12-03,ACC1966,debit,7659.36,Netflix,Travel,North,Online,1
TXN12984,2023-07-31,ACC4183,credit,2632.49,Walmart,Entertainment,East,Bank,0
TXN12985,2023-02-02,ACC4545,credit,2651.63,Zomato,Entertainment,East,Online,0
TXN12986,2022-07-02,ACC1875,debit,477.9,Uber,Healthcare,West,POS,0
TXN12987,2024-05-08,ACC4377,debit,1337.36,Zomato,Food,West,POS,0
TXN12988,2022-09-09,ACC4808,credit,832.17,Amazon,Utilities,West,POS,0
TXN12989,2022-10-27,ACC1030,credit,1629.9,Uber,Retail,South,Online,0
TXN12990,2023-08-12,ACC1761,credit,2364.14,Amazon,Retail,East,Online,0
TXN12991,2022-11-10,ACC1336,debit,1806.17,Airbnb,Utilities,North,POS,0
TXN12992,2024-05-11,ACC4088,credit,1528.19,Walmart,Travel,West,POS,0
TXN12993,2022-07-22,ACC2282,debit,3040.14,Netflix,Travel,South,Bank,0
TXN12994,2023-09-30,ACC1467,credit,156.11,Airbnb,Food,South,POS,0
TXN12995,2022-09-15,ACC2064,credit,2989.5,Uber,Utilities,West,POS,0
TXN12996,2023-07-02,ACC1017,debit,1564.57,Walmart,Healthcare,North,Bank,0
TXN12997,2022-04-18,ACC2679,debit,13562.57,Netflix,Entertainment,East,Bank,1
TXN12998,2022-07-23,ACC2022,debit,1578.11,Airbnb,Utilities,East,Online,0
TXN12999,2023-05-09,ACC4519,credit,3234.31,Walmart,Travel,West,Bank,0
TXN13000,2022-08-09,ACC3664,credit,1015.22,Walmart,Utilities,West,Bank,0
TXN13001,2022-09-16,ACC3572,debit,2009.39,Netflix,Food,East,Online,0
TXN13002,2023-01-30,ACC3249,debit,2421.95,Netflix,Retail,South,Bank,0
TXN13003,2022-07-04,ACC3324,debit,711.2,Uber,Food,West,Online,0
TXN13004,2023-02-02,ACC1319,debit,1264.08,Netflix,Healthcare,North,Bank,0
TXN13005,2024-06-05,ACC1694,credit,1881.46,Uber,Food,South,Bank,0
TXN13006,2022-03-23,ACC1342,debit,1290.67,Netflix,Travel,West,Bank,0
TXN13007,2024-05-18,ACC1422,debit,1347.53,Amazon,Retail,East,Bank,0
TXN13008,2024-02-16,ACC2276,debit,1720.11,Amazon,Healthcare,East,Bank,0
TXN13009,2024-03-27,ACC1282,debit,2519.67,Walmart,Entertainment,South,Online,0
TXN13010,2024-03-23,ACC1826,credit,1725.83,Walmart,Utilities,South,POS,0
TXN13011,2023-02-04,ACC1740,credit,2862.74,Uber,Healthcare,North,Online,0
TXN13012,2024-05-30,ACC2857,credit,1201.79,Zomato,Utilities,South,Online,0
TXN13013,2024-06-14,ACC1986,credit,998.46,Uber,Retail,West,Online,0
TXN13014,2022-05-14,ACC3093,debit,3541.08,Netflix,Retail,East,POS,0
TXN13015,2023-03-07,ACC2070,credit,1473.63,Netflix,Retail,East,Bank,0
TXN13016,2023-07-17,ACC2904,credit,951.27,Uber,Retail,West,Online,0
TXN13017,2022-06-17,ACC2170,credit,606.36,Zomato,Entertainment,East,Online,0
TXN13018,2023-05-17,ACC2543,debit,2860.08,Walmart,Food,South,Online,0
TXN13019,2023-05-17,ACC2141,credit,1726.96,Netflix,Retail,North,Bank,0
TXN13020,2023-10-17,ACC2042,credit,1797.03,Walmart,Entertainment,West,Online,0
TXN13021,2023-04-29,ACC1396,debit,1872.64,Airbnb,Healthcare,West,POS,0
TXN13022,2022-06-11,ACC3714,credit,2810.35,Zomato,Travel,North,POS,0
TXN13023,2023-02-23,ACC1217,credit,1856.38,Uber,Travel,North,POS,0
TXN13024,2023-02-23,ACC1201,debit,3875.24,Airbnb,Food,North,Bank,0
TXN13025,2024-02-04,ACC2816,credit,2107.01,Airbnb,Utilities,East,Online,0
TXN13026,2022-10-06,ACC2525,credit,2849.43,Zomato,Healthcare,East,Bank,0
TXN13027,2023-05-06,ACC1325,debit,2644.19,Zomato,Utilities,East,POS,0
TXN13028,2023-01-01,ACC3155,debit,1970.84,Netflix,Travel,West,POS,0
TXN13029,2024-04-07,ACC3448,debit,1530.42,Zomato,Food,South,Online,0
TXN13030,2022-03-16,ACC4561,debit,2265.57,Amazon,Entertainment,North,Online,0
TXN13031,2023-07-25,ACC3167,credit,2408.08,Walmart,Utilities,East,Bank,0
TXN13032,2023-12-26,ACC3701,credit,1541.93,Airbnb,Healthcare,West,POS,0
TXN13033,2023-11-16,ACC1730,credit,2133.07,Netflix,Retail,South,Online,0
TXN13034,2022-11-08,ACC4227,debit,2988.96,Uber,Entertainment,West,Online,0
TXN13035,2022-06-08,ACC4577,credit,3655.96,Airbnb,Travel,North,POS,0
TXN13036,2022-01-24,ACC3077,credit,2683.5,Airbnb,Food,East,POS,0
TXN13037,2024-05-08,ACC2839,debit,3490.21,Uber,Healthcare,North,POS,0
TXN13038,2023-07-31,ACC1444,debit,1496.5,Zomato,Retail,South,POS,0
TXN13039,2024-01-28,ACC1277,credit,2561.51,Uber,Healthcare,North,Bank,0
TXN13040,2023-11-16,ACC3411,debit,3070.82,Amazon,Travel,West,Online,0
TXN13041,2022-09-23,ACC2428,debit,1282.93,Amazon,Travel,North,Online,0
TXN13042,2023-03-29,ACC3949,debit,1611.53,Netflix,Travel,North,Bank,0
TXN13043,2024-03-03,ACC2150,credit,3390.32,Zomato,Healthcare,North,Online,0
TXN13044,2023-02-06,ACC1032,credit,1219.92,Netflix,Food,West,Bank,0
TXN13045,2022-10-05,ACC3409,credit,927.1,Amazon,Healthcare,South,Online,0
TXN13046,2022-03-20,ACC4232,credit,3222.39,Amazon,Travel,West,POS,0
TXN13047,2022-04-14,ACC3162,credit,2957.41,Zomato,Retail,East,Online,0
TXN13048,2024-01-11,ACC2832,debit,2345.7,Walmart,Entertainment,North,Online,0
TXN13049,2023-05-02,ACC2745,debit,1963.43,Walmart,Travel,East,Bank,0
TXN13050,2022-06-28,ACC1854,debit,1649.18,Netflix,Retail,West,Bank,0
TXN13051,2024-04-05,ACC2212,debit,2225.56,Amazon,Utilities,East,Bank,0
TXN13052,2023-12-11,ACC1860,debit,3263.85,Amazon,Travel,East,Online,0
TXN13053,2022-08-09,ACC1056,credit,2190.85,Zomato,Food,West,POS,0
TXN13054,2022-04-06,ACC3010,debit,3733.57,Netflix,Travel,East,POS,0
TXN13055,2023-08-15,ACC3434,credit,1281.65,Zomato,Food,South,Bank,0
TXN13056,2023-07-11,ACC3170,credit,1984.26,Zomato,Entertainment,North,Bank,0
TXN13057,2022-06-23,ACC2086,debit,1701.55,Airbnb,Entertainment,South,Online,0
TXN13058,2023-05-28,ACC1846,debit,1131.89,Netflix,Food,East,Bank,0
TXN13059,2023-07-30,ACC1882,credit,1877.53,Uber,Utilities,North,POS,0
TXN13060,2023-02-01,ACC3239,debit,2333.86,Uber,Retail,South,POS,0
TXN13061,2023-09-03,ACC2502,credit,2419.38,Zomato,Entertainment,West,Bank,0
TXN13062,2023-11-08,ACC1675,credit,3736.36,Uber,Healthcare,North,POS,0
TXN13063,2023-06-11,ACC4614,credit,2371.57,Zomato,Entertainment,North,POS,0
TXN13064,2023-02-07,ACC3706,debit,2920.11,Airbnb,Healthcare,East,POS,0
TXN13065,2023-04-03,ACC4082,credit,2052.88,Airbnb,Utilities,East,POS,0
TXN13066,2022-05-14,ACC1885,debit,3342.44,Zomato,Utilities,West,POS,0
TXN13067,2023-07-27,ACC2516,debit,3918.76,Walmart,Entertainment,East,POS,0
TXN13068,2024-05-30,ACC4268,debit,2424.87,Netflix,Healthcare,South,POS,0
TXN13069,2024-03-26,ACC1066,credit,1205.87,Amazon,Entertainment,East,POS,0
TXN13070,2022-11-29,ACC3217,debit,1560.96,Amazon,Entertainment,West,Online,0
TXN13071,2022-04-15,ACC4230,credit,2225.55,Airbnb,Utilities,East,Bank,0
TXN13072,2022-11-06,ACC1736,debit,2365.2,Netflix,Travel,East,Online,0
TXN13073,2022-03-12,ACC4086,debit,2558.74,Uber,Utilities,West,Bank,0
TXN13074,2023-10-19,ACC1904,debit,2368.16,Uber,Utilities,East,Online,0
TXN13075,2023-04-26,ACC2663,credit,2005.59,Amazon,Retail,East,Bank,0
TXN13076,2022-04-16,ACC4041,debit,1491.04,Walmart,Food,South,Online,0
TXN13077,2022-10-08,ACC2607,credit,2320.91,Amazon,Travel,East,Bank,0
TXN13078,2022-03-16,ACC4701,debit,3483.99,Amazon,Entertainment,West,Bank,0
TXN13079,2023-08-02,ACC3359,credit,2815.94,Airbnb,Utilities,East,Bank,0
TXN13080,2024-06-02,ACC4041,credit,2427.76,Amazon,Healthcare,North,Bank,0
TXN13081,2022-04-30,ACC2598,credit,2823.65,Zomato,Healthcare,North,Online,0
TXN13082,2023-09-06,ACC1040,credit,1703.15,Uber,Entertainment,West,POS,0
TXN13083,2023-05-12,ACC1110,credit,1593.39,Amazon,Utilities,North,Online,0
TXN13084,2022-12-05,ACC2935,credit,1401.77,Netflix,Travel,South,Online,0
TXN13085,2022-09-12,ACC3732,debit,1899.77,Netflix,Entertainment,South,Bank,0
TXN13086,2022-12-20,ACC4390,debit,1662.4,Walmart,Food,East,Bank,0
TXN13087,2022-10-04,ACC3744,debit,2966.62,Zomato,Entertainment,South,Bank,0
TXN13088,2022-09-04,ACC1657,credit,1619.74,Uber,Healthcare,South,Bank,0
TXN13089,2022-11-12,ACC2770,credit,1357.82,Walmart,Travel,West,Online,0
TXN13090,2023-06-25,ACC2704,debit,3554.06,Uber,Healthcare,South,POS,0
TXN13091,2023-08-18,ACC4621,credit,1638.9,Uber,Travel,East,POS,0
TXN13092,2022-05-19,ACC3956,debit,2122.82,Zomato,Entertainment,North,Bank,0
TXN13093,2022-06-27,ACC2127,credit,2361.06,Amazon,Travel,South,Bank,0
TXN13094,2023-03-04,ACC3200,debit,1090.65,Netflix,Utilities,East,POS,0
TXN13095,2022-06-03,ACC2894,credit,2988.39,Netflix,Utilities,East,POS,0
TXN13096,2023-02-28,ACC1469,credit,2509.7,Zomato,Healthcare,North,Online,0
TXN13097,2024-06-06,ACC3271,debit,3246.71,Walmart,Utilities,East,POS,0
TXN13098,2023-01-31,ACC3281,debit,1456.62,Walmart,Utilities,North,Bank,0
TXN13099,2022-07-30,ACC1491,credit,2079.3,Airbnb,Retail,South,Online,0
TXN13100,2022-03-18,ACC2417,debit,2031.48,Amazon,Food,East,POS,0
TXN13101,2023-04-29,ACC4561,debit,2211.11,Walmart,Food,West,Online,0
TXN13102,2024-02-05,ACC1970,credit,836.31,Airbnb,Food,South,Bank,0
TXN13103,2024-01-05,ACC3095,credit,2088.67,Amazon,Retail,South,Bank,0
TXN13104,2023-03-09,ACC3508,debit,858.83,Airbnb,Food,South,Online,0
TXN13105,2022-09-17,ACC4036,debit,2286.67,Uber,Retail,North,Bank,0
TXN13106,2023-04-16,ACC3761,debit,297.08,Airbnb,Healthcare,West,Online,0
TXN13107,2022-09-24,ACC3543,debit,518.73,Uber,Retail,North,Online,0
TXN13108,2024-05-25,ACC2372,debit,2654.84,Airbnb,Healthcare,North,Online,0
TXN13109,2022-08-10,ACC2638,debit,1562.53,Walmart,Utilities,East,Bank,0
TXN13110,2023-12-16,ACC1513,debit,1209.71,Uber,Entertainment,West,Bank,0
TXN13111,2023-06-25,ACC1610,debit,3016.68,Uber,Healthcare,West,POS,0
TXN13112,2022-06-03,ACC4243,credit,2262.1,Netflix,Entertainment,East,Online,0
TXN13113,2023-02-15,ACC1420,debit,2697.67,Zomato,Food,South,Online,0
TXN13114,2023-01-24,ACC2662,debit,1867.01,Airbnb,Travel,North,POS,0
TXN13115,2023-10-24,ACC2689,credit,4143.7,Walmart,Retail,East,Bank,0
TXN13116,2023-03-24,ACC4209,debit,1516.39,Uber,Travel,West,Bank,0
TXN13117,2022-02-20,ACC3360,debit,3395.6,Netflix,Food,East,Bank,0
TXN13118,2024-01-24,ACC1380,credit,1950.91,Amazon,Food,East,Bank,0
TXN13119,2023-07-29,ACC1015,debit,676.39,Walmart,Travel,East,Online,0
TXN13120,2023-12-09,ACC4189,debit,2386.28,Uber,Entertainment,South,POS,0
TXN13121,2023-08-31,ACC1753,credit,2251.81,Amazon,Utilities,East,POS,0
TXN13122,2022-08-18,ACC1691,debit,1158.94,Walmart,Travel,West,Bank,0
TXN13123,2024-05-31,ACC2975,credit,1262.22,Amazon,Food,South,Bank,0
TXN13124,2023-05-28,ACC2214,credit,1980.24,Airbnb,Food,North,Bank,0
TXN13125,2022-01-06,ACC4842,credit,2279.8,Walmart,Food,South,Online,0
TXN13126,2023-10-21,ACC4100,debit,23.47,Zomato,Utilities,East,Online,0
TXN13127,2022-07-23,ACC4511,credit,2842.5,Zomato,Healthcare,North,POS,0
TXN13128,2023-03-28,ACC2904,credit,1604.4,Uber,Travel,North,POS,0
TXN13129,2023-08-08,ACC3887,credit,934.6,Uber,Entertainment,East,POS,0
TXN13130,2023-12-13,ACC1038,credit,2752.85,Uber,Healthcare,West,Bank,0
TXN13131,2023-05-14,ACC1244,credit,1981.11,Amazon,Healthcare,West,Bank,0
TXN13132,2022-05-16,ACC1030,credit,2972.93,Uber,Retail,North,POS,0
TXN13133,2024-05-10,ACC1810,credit,2350.36,Airbnb,Entertainment,West,Bank,0
TXN13134,2024-04-18,ACC4061,debit,1998.79,Amazon,Utilities,North,Bank,0
TXN13135,2024-03-19,ACC2136,debit,1877.82,Walmart,Retail,South,Online,0
TXN13136,2024-05-29,ACC4334,credit,2386.17,Uber,Entertainment,West,POS,0
TXN13137,2024-03-17,ACC4367,credit,1669.17,Uber,Utilities,North,Online,0
TXN13138,2022-12-29,ACC1627,debit,1317.94,Zomato,Healthcare,North,Bank,0
TXN13139,2023-05-01,ACC3127,credit,2487.93,Netflix,Healthcare,North,POS,0
TXN13140,2022-05-26,ACC4858,debit,1884.41,Airbnb,Travel,North,Bank,0
TXN13141,2022-10-29,ACC4660,credit,2026.85,Zomato,Utilities,South,Bank,0
TXN13142,2022-04-13,ACC3284,debit,2871.5,Uber,Healthcare,North,POS,0
TXN13143,2023-12-10,ACC4754,debit,1908.9,Zomato,Healthcare,North,Bank,0
TXN13144,2023-08-01,ACC3055,credit,2012.03,Walmart,Retail,East,Bank,0
TXN13145,2024-05-15,ACC4496,debit,1520.28,Walmart,Entertainment,East,Online,0
TXN13146,2023-02-20,ACC4455,debit,2344.59,Netflix,Healthcare,North,Bank,0
TXN13147,2023-08-17,ACC4520,debit,2279.86,Amazon,Retail,East,Bank,0
TXN13148,2022-08-02,ACC4848,credit,2720.62,Zomato,Travel,East,Bank,0
TXN13149,2022-10-12,ACC2148,credit,1536.7,Airbnb,Entertainment,East,Online,0
TXN13150,2023-07-02,ACC2653,debit,1633.75,Airbnb,Travel,South,Bank,0
TXN13151,2023-02-19,ACC2663,debit,2633.71,Walmart,Travel,West,Bank,0
TXN13152,2022-11-02,ACC4795,credit,2201.77,Amazon,Travel,East,Online,0
TXN13153,2022-08-15,ACC1929,credit,1275.03,Amazon,Healthcare,East,Online,0
TXN13154,2023-03-05,ACC1561,credit,3045.24,Zomato,Travel,North,Bank,0
TXN13155,2022-10-11,ACC4007,credit,641.24,Amazon,Travel,South,Online,0
TXN13156,2023-05-04,ACC3127,debit,2627.43,Walmart,Retail,North,Online,0
TXN13157,2023-08-04,ACC3019,debit,987.83,Amazon,Utilities,East,Online,0
TXN13158,2022-12-15,ACC1070,debit,3508.63,Walmart,Travel,North,Bank,0
TXN13159,2022-07-09,ACC2051,debit,764.32,Netflix,Utilities,South,Bank,0
TXN13160,2024-01-04,ACC2769,debit,2921.8,Amazon,Food,North,Bank,0
TXN13161,2022-04-01,ACC4988,credit,1934.69,Amazon,Healthcare,South,POS,0
TXN13162,2022-03-16,ACC1107,debit,1706.72,Zomato,Entertainment,North,Online,0
TXN13163,2023-11-30,ACC2419,credit,2148.32,Amazon,Travel,South,Online,0
